93,Mach 25 Pitch,Mach 25 Pitch,,Mach 25 Pitch,Mach 25 PitchMach 25 PitchMach 25 Pitch,,2025-03-21 00:00:00+00,2025-03-29 00:00:00+00,2025-03-15 00:00:00+00,NaN,,,,,,,,2025-03-25 14:44:37.701429+00,2025-04-17 14:35:04.726749+00,1,21,48,4,,,14,,Green                                                                                                                                                                                                                                                          ,f,14,16,15,https://www.adriannadeau.com,
112,Decision Works,Reducing reliance on Decision Works Resources,,"Critical skills and abilities, maintaining internal systems, such as the Alinity database, and associated reporting reside in an external resource (Katie Marchenko) exposing the organization to significant 'key person risk'"". To reduce this risk", the skill set will be transferred internally to staff," specifically Claudia Lopez.""","Claudia is being trained by Katie on becoming the system administrator for Alinity, as well as familiarizing her with reporting processes and procedures associated with the data.",,2025-01-31 00:00:00+00,2025-12-31 00:00:00+00,2025-05-30 00:00:00+00,"6,000",100,0,,,,,,2025-04-15 11:42:24.71957+00,2025-04-15 12:01:38.235501+00,3,50,50,4,,,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Yellow                                                                                                                                                                                                                                                         ,f,60,63,64
121,Sell Sign of The Times,Sell Sign of The Times,,Inspored by the painting from a dream,Sell the painting for $3300,,,,,6000,20,"3,300",,,,,,2025-05-20 15:58:30.413664+00,2025-06-04 22:02:03.465666+00,1,58,58,6,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
141,Seniors Conference 2025,Our Annual Conference for seniors,,we need to celebrate our seniors.,funded conference by ARPA to provide speakers and fellowship for our senior community,,2025-03-24 00:00:00+00,2025-07-21 00:00:00+00,2025-04-21 00:00:00+00,"10,000",250,0,,,,,,2025-06-05 11:06:22.522873+00,2025-06-05 11:06:22.522873+00,3,55,61,3,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,73,50,,
79,AIProposal,Integrate AI in simple Proposal Responses,,We spend a lot of precious human expert time responding to simple proposals of which we only have a 20% win rate,Integrate AI into the development and response to simple proposal requests so we can respond to more with less demand on expert time.,,2025-06-16 00:00:00+00,2025-09-30 00:00:00+00,,75000,500,35,,,,,,2025-03-07 12:47:17.895818+00,2025-05-18 15:59:44.442124+00,3,46,47,2,,,23,,,f,14,41,44,https://www.storydoc.com/proposal-maker,
133,Board Package,Change Board Reporting Package,,"New board members are used to seeing board material in a very different format, specially financial reports.",,,,,,"20,000",150,,,,,,,2025-06-02 17:56:16.45505+00,2025-06-02 17:56:16.45505+00,1,62,55,1,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,53,0,,
145,Fund Idea,Great Fundraising Idea,,we need $250K of additional funding for 2026,An amazing Idea to be able to get at least $200K of new funds.,,,,,20000,200,180000,0,0,,,,2025-06-09 20:00:05.555438+00,2025-06-09 20:00:05.555438+00,4,62,61,1,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,20,70,52,,
134,Strat Plan 2030,Develop and Publish Strategic Plan for 2030,,"We have a fair amount of uncertainty of where we are going in the future as an organization. 
We have not done a strategic plan in over 10 years.","Engage a consulting organization to engage Board, Our stakeholders and the staff in developing a clear 5 year strategic plan.",,2025-07-01 00:00:00+00,2025-08-31 00:00:00+00,,"10,000",500,0,,,,,,2025-06-02 18:00:43.902222+00,2025-06-02 18:00:43.902222+00,3,62,55,2,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,0,0,,
113,Data Warehouse,Data Warehouse to support reporting,,"Increased need for in depth, flexible and ad hoc reports require better tools/platforms to meet demand.","Alinity data will be  extracted from the transactional database, 're-dimensionalized'"" to better support reporting needs", moved to a data warehouse," which will be married to Power BI to create reports and dashboards.""",,2025-08-04 00:00:00+00,2025-11-03 00:00:00+00,2025-08-04 00:00:00+00,60000,200,0,,,,,,2025-04-15 12:23:11.253736+00,2025-04-15 12:31:23.799303+00,3,42,49,3,,,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Yellow                                                                                                                                                                                                                                                         ,f,14,60,63
102,Infrastructure - Software,Software/applications required to operate organization,,Applications are a necessary part of the infrastructure required to operate the organization and provide necessary productivity tools to staff.,"O365
Zoom
Lessonly
SurveyMonkey
Alinity
Power Automate
Power Apps (per app plan)
Power BI pro
Azure Data Pipeline
LaserFiche
Microsoft Dynamics GP
QuickBooks",,2025-01-01 00:00:00+00,2025-12-31 00:00:00+00,,NaN,200,0,,,,,,2025-04-08 11:46:26.896647+00,2025-04-09 13:11:23.507057+00,3,50,43,4,,,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,15,60,64,,
122,Sell Hey Girl,Sell Hey Girl,,Created this painting to experiment with dark and warm abstract landcapes,Sell Hey Girl for $4500,,,,,4500,15,"4,500",,,,,,2025-05-20 16:01:27.451131+00,2025-06-04 22:01:54.392827+00,1,58,58,6,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
142,Youth Conference 2025,Our Annual Youth Conference,,we need a way to celebrate and support our youth,"2 Day conference at the end of august to bring youth together with speakers, activities.",,2025-07-14 00:00:00+00,2025-08-31 00:00:00+00,2025-07-10 00:00:00+00,"10,000",250,0,,,,,,2025-06-05 11:09:26.899442+00,2025-06-05 11:09:26.899442+00,3,55,60,2,,,25,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,73,50,,
89,Data Warehouse,Data Warehouse for Reporting,,Improve efficiency and effectiveness of reporting capability.  ,"Create a data warehouse in Azure. Data will initially be composed of dimensionalized [data that has been formatted to support specific reporting domains].  PowerBI will be used to create dashboards for on-going access.

Longer term, additional data could be added for enhanced reporting around trends, correlations and insights.",,,,,"43,000",100,0,,,,,,2025-03-13 13:00:00.883474+00,2025-03-13 13:00:00.883474+00,4,42,49,1,,,20,,,f,0,0,0,,
103,Infrastructure - Services,Services/vendors required to operate organizations,,Services and vendors our essential components of operations,"Constant C (CCTG)
Microsoft
Azure
MSP Corp (BVN)
Dell
Ricoh
High Speed Crow
Seismic [LMS]
Intuit",,2025-01-01 00:00:00+00,2025-12-31 00:00:00+00,,NaN,200,0,,,,,,2025-04-08 12:32:38.608393+00,2025-04-08 14:31:46.801791+00,3,50,43,4,,,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,60,64,,
16,ERP Odoo Setup ZZZZZZZZZZ,ERP Odoo Setup!!!,,ERP Odoo Setup why,ERP Odoo Setup what,,2024-01-01 00:00:00+00,2025-01-01 00:00:00+00,2024-06-01 00:00:00+00,5000,100,"10,000",8,7,"erp, adrian, leo",,,2024-11-20 16:48:07.573+00,2025-06-02 21:40:06.004578+00,3,21,23,5,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Yellow                                                                                                                                                                                                                                                         ,f,20,14,15,,
114,IT Security Audit,External audit on IT systems ,,"IT systems have not been evaluated via external audit for some time. With the move to the new building, establishment of the data warehouse, and other changes it is time to update the audi",Security audit to be performed by specialist IT security firm. Audit will confirm adherence due best practice for security and privacy.,,,,,"30,000",50,0,,,,,,2025-04-15 12:25:46.365865+00,2025-04-15 12:25:46.365865+00,3,50,49,1,,,20,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,60,64,54,,
92,NEWRULES,New Compliance Rules for Data Regulation - Policy 201-2026,,We will need to comply with this order as a manufacturing company.,"Controls put in place for manufacturing data.
Regular Automated Quarterly Government Reporting",,,,,20000,200,0,,,,,,2025-03-16 09:24:14.134012+00,2025-03-28 10:43:26.980402+00,4,54,52,6,,,23,,,f,16,40,46,,
80,DATE TEST,,,,,,,,,0,0,0,,,,,,2025-03-07 15:29:37.518801+00,2025-05-27 12:07:20.237714+00,3,22,23,6,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,0,0,0,,
146,Greeting Cards,Greeting Card Sales,,wanted to experiment to try out selling greeting cards and how much $ it can make with minimal effort,test greeting cards,,2025-05-26 00:00:00+00,2025-06-30 00:00:00+00,,4200,12,1000,0,0,,,,2025-06-09 21:27:07.911642+00,2025-06-09 21:27:07.911642+00,2,58,58,4,,,26,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
11,AGM 2024,2024 Annual General Meeting,,It is a governance requirement to hold an Annual General Meeting each year,Prepare for and host the AGM to the Public.,,2024-09-21 00:00:00+00,2024-12-05 00:00:00+00,2024-12-05 00:00:00+00,"5,000",160,,1,1,"Governance, Admin",,,2024-11-14 15:09:09.241+00,2024-12-12 20:54:37.48+00,4,37,27,5,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Green                                                                                                                                                                                                                                                          ,f,,,,,
25,YALI2024,Young Ambassadors Leadership Initiative  for 2024,,Youth need a communiuty for support,,,2024-01-01 00:00:00+00,2024-12-31 00:00:00+00,,"20,000",1500,,1,1,,,,2024-12-02 16:57:58.679+00,2024-12-02 17:02:15.933+00,3,25,34,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
10,MComms - 2024,Marketing and Communications for 2024,,Need to continue to create awareness of PRUDE and for the Cultural Activities that we stand for,"Social Media Management, Newsletter and Physical Promotion Activities",,2024-01-01 00:00:00+00,2024-12-31 00:00:00+00,,"25,000",1000,,7,4,,,,2024-11-14 14:53:54.053+00,2025-02-24 12:36:43.118659+00,3,26,25,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Red                                                                                                                                                                                                                                                            ,f,20,0,0,,
15,UWSG 2025,Ukrainian Women Support Group Program for 2025,,We have a significant number of Ukrainian Newcomers to NB that need support and help.,A specific Program to bring Ukrainian women together to support one another and facilitate discussions.,,,,,"18,000",600,,1,1,,,,2024-11-19 16:54:23.257+00,2024-12-02 17:33:38.616+00,3,25,31,1,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
12,CTCW 2024,2024 Coming Together The Canadian Way Program,,Learning english and unigue canadian customs is an important part of Newcomers integrating into the community.,"The program facilitates the social integration of female, male and gender-diverse adult newcomers by strengthening everyday English skills, developing an understanding of local cultures and an awareness of available services and facilitating new professional connections and friendships through daily conversation sessions, guest speakers and historical and cultural tours",,2024-01-01 20:00:00+00,2024-12-31 20:00:00+00,,"30,000",1500,,1,1,,,,2024-11-14 20:19:28.911+00,2024-11-15 22:00:26.532+00,3,25,30,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
91,Testing project2,,,,,,2025-06-06 00:00:00+00,2025-07-05 00:00:00+00,2025-06-21 00:00:00+00,10000,"10,000",0,,,,,,2025-03-14 22:54:19.130545+00,2025-06-03 16:45:53.200406+00,1,21,22,2,,,14,,,f,14,15,20,https://www.google.com,
13,Marketing Plan,Development of a strategic marketing Plan,,We really need guidelines and focus for the marketing efforts that PRUDE makes to ensure alignement with our purpose and objectives.,Produce a written Marketing Plan that can provide direction on investments and guidelines for any external communications and marketing efforts.,,2025-03-01 00:00:00+00,2025-05-31 00:00:00+00,,"15,000",200,,,,,,,2024-11-19 16:33:15.68+00,2025-02-13 09:27:14.452304+00,3,26,24,2,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,14,0,0,,
14,DEIB Conference 2025,Hosting a Provincial DEIB Conference for 2025,,Many organizations in he province need to come together in common understanding and awareness of the latest information and trends in DEIB,Will Host a conference to educate leaders on what is the latest thinking and best practice with DEIB,,2024-11-01 00:00:00+00,2025-06-02 00:00:00+00,,"30,000",500,,1,1,,,,2024-11-19 16:41:40.133+00,2024-11-20 20:05:56.164+00,3,25,30,3,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
9,Flight Plan,Implementing the Flight Plan Methodology in PRUDE,,PRUDE is struggling with implementing the strategic plan.,"Implement a system to manage priorities, projects and current programs.  The system is called Flight Plan and the supporting tool called Priority Pilot",,2024-09-01 00:00:00+00,2025-02-28 00:00:00+00,2025-01-14 00:00:00+00,"15,000",125,,1,1,Admin,,,2024-11-14 14:45:58.998+00,2025-02-13 10:14:17.554412+00,3,24,25,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Red                                                                                                                                                                                                                                                            ,f,1,10,1,,
17,Priority Pilot1,Implementing the Flight Plan Methodology in A.N Software Servies1,,AN is struggling to implement the strategic plan.iilojkj,"Implement a system to manage priorities, projects, and current programs.  The system is called Flight Plan",,2024-01-01 00:00:00+00,2026-12-01 00:00:00+00,2025-04-01 00:00:00+00,20000,100,"10,000",7,9,"PriorityPilot, Adrian, Glen",,,2024-11-21 14:33:25.758+00,2025-05-24 01:09:52.477539+00,3,21,23,4,,,14,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Yellow                                                                                                                                                                                                                                                         ,f,14,20,15,https:www.tsn.ca,
21,NWLP 2025,Newcomer Womens Leadership Program for 2025,,,,,2025-01-01 00:00:00+00,2025-12-31 00:00:00+00,2025-02-20 00:00:00+00,"40,000",1500,,,,,,,2024-11-24 16:55:19.236+00,2024-11-24 16:55:19.236+00,3,25,32,2,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
22,PLC-SJ,PLC-SJ Build and Public Launch,,We need a model space for enhanced learning about each other,"Design the PRUDE Office to be a model Learning Center
Document the key design elements and why
Purchase appropriate Equipment ",,2024-09-01 00:00:00+00,2025-06-02 00:00:00+00,2025-01-19 00:00:00+00,"35,000",500,,1,1,,,,2024-11-24 17:06:37.574+00,2024-12-11 05:39:40.823+00,3,37,25,3,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,Yellow                                                                                                                                                                                                                                                         ,f,,,,,
27,ITS2024,Antiracism Education (Intercultural Training Sessions),,We need workplaces in NB to be more inclusive and stem racism.,Antiracism Education (Intercultural Training Sessions): educate organizations on intercultural diversity in the workplace and how to create a more inclusive working environment.,,2024-01-01 00:00:00+00,2024-12-31 00:00:00+00,,"20,000",1000,,,,,,,2024-12-02 17:10:17.711+00,2024-12-02 17:10:17.711+00,3,25,33,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
19,UWSG 2024,Ukrainian Women Support Group Program for 2024,,,A specific Program to bring Ukrainian women together to support one another and facilitate discussions.,,2024-01-01 00:00:00+00,2024-12-31 00:00:00+00,,"25,000",1000,,1,1,,,,2024-11-24 16:40:00.392+00,2024-12-02 17:34:01.53+00,1,25,31,4,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,,,,,
29,BoardFin,New Financial Reporting for Board Governance,,"Board members are used to a more traditional budget, actual type financial ","Prepare a more traditional budget forecast, actuals reporting of the financials for sharing with the Board.",,,,,"15,000",100,,,,,,,2024-12-02 20:06:55.472+00,2025-01-14 09:09:19.904971+00,3,41,24,1,,,15,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,15,1,1,,
33,Video UC,Video Use Cases for Priority Pilot,,People seem to respond positively when I explain how PP would be used for dealing with a specific business issue.,Use Loom type product to record videos of glen walking through a business situation and then show how to use Priority Pilot to solve the situation.,,,,,7500,50,,,,,,,2025-01-04 17:36:59.856+00,2025-01-04 17:36:59.856+00,3,36,36,1,,,16,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,,f,0,0,0,,
